Sun, 12 Apr 15 04:17:44 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x86\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587167493522751488, tweet_text = "Chef Marielle\'s very own recipe 😆😎😎😎😎😎😎😎", created_at = "2015-04-12 04:16:54", geo_lat = 0, geo_long = 0, user_id = 500657409, screen_name = "ViceGandaState3", name = "Marielle ♥ ViceGanda", profile_image_url = "http://pbs.twimg.com/profile_images/584549762000527360/7MehgZ-M_normal.jpg", is_rt = 0
Sun, 12 Apr 15 04:17:45 -0400 | /140dev/db/parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=587167697290588161, url="http://rover.ebay.com/rover/1/711-53200-19255-0/1?ff3=4&toolid=100034&campid=5337532586&customid=SHERIFZ&mpre=http://deals.ebay.com/5001948368_Perfect_Pancake_Maker_Pans_Set_of_2_with_Recipe_Book_Use_for_Eggs_Too"
Sun, 12 Apr 15 04:19:51 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x83\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587168221914083329, tweet_text = "RT @TyqahManshah: Secret recipe first before im going to hostel..💃💃", created_at = "2015-04-12 04:19:47", geo_lat = 0, geo_long = 0, user_id = 954700616, screen_name = "MyNameIsSaida", name = "saida", profile_image_url = "http://pbs.twimg.com/profile_images/577690266255040512/zS50NLpw_normal.jpg", is_rt = 1
Sun, 12 Apr 15 04:19:59 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x83 i...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587168266285613056, tweet_text = "@gymbunnymum I have an old post. But no recipe but a good gingerbread one 😃 ill try to link up later. On good news we\'re making sweets today", created_at = "2015-04-12 04:19:58", geo_lat = 0, geo_long = 0, user_id = 33641934, screen_name = "Mr_Kitney", name = "Martyn\'s Thoughts", profile_image_url = "http://pbs.twimg.com/profile_images/534123056755933185/l6lSQaaa_normal.jpeg", is_rt = 0
Sun, 12 Apr 15 04:21:09 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587168542459572224, tweet_text = "RT @ashjvella: #Healthy, #Glutenfree Chicken Kievs! 😍🙌 Inspired by @TheDietKitchen. Recipe: http://t.co/CixlXAux1a #foodporn #fitfam http:/…", created_at = "2015-04-12 04:21:04", geo_lat = 0, geo_long = 0, user_id = 418181900, screen_name = "KyleAzzopardiGI", name = "Kyle Azzopardi", profile_image_url = "http://pbs.twimg.com/profile_images/526074372260249600/UIITN_Y5_normal.jpeg", is_rt = 1
Sun, 12 Apr 15 04:21:59 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x8A #...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587168731094089728, tweet_text = "Ion tweet every second of my thoughts hell I can\'t jus be giving yall boys da recipe 👊 #TLMZ #HTxholdin", created_at = "2015-04-12 04:21:49", geo_lat = 0, geo_long = 0, user_id = 3065609833, screen_name = "blacc_kee", name = "Kee Clemons", profile_image_url = "http://pbs.twimg.com/profile_images/574002297597915136/BZSeRB5c_normal.jpeg", is_rt = 0
Sun, 12 Apr 15 04:22:37 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x9A\x80 F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587168923675717632, tweet_text = "RT @MDotSosa: I Get High Til Im Higher Than Mercury 🚀 Fuck Around Teach You The Recipe 😏", created_at = "2015-04-12 04:22:35", geo_lat = 0, geo_long = 0, user_id = 261298946, screen_name = "__Sandrellaa", name = "الملك المتعجرف ", profile_image_url = "http://pbs.twimg.com/profile_images/557445865397571584/NzHrCLTB_normal.jpeg", is_rt = 1
Sun, 12 Apr 15 04:23:07 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8B t...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587169044807229441, tweet_text = "Banana Ginger Butterscotch Muffins 😋 the recipe is in this month\'s @thevegankind subscription box… https://t.co/0K06WTE413", created_at = "2015-04-12 04:23:04", geo_lat = 0, geo_long = 0, user_id = 371689462, screen_name = "clemcookiefairy", name = "TheVeganCookieFairy", profile_image_url = "http://pbs.twimg.com/profile_images/560795220405526528/411qtFMe_normal.jpeg", is_rt = 0
Sun, 12 Apr 15 04:25:32 -0400 | /140dev/db/parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8D\x8A\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 587169661856387072, tweet_text = "Up early to make Orange buttermilk pancakes!! The preparation of using an American recipe!! Delicious breakfast here we come!! 🍊🍮🍊", created_at = "2015-04-12 04:25:31", geo_lat = 54.964291, geo_long = -2.089226, user_id = 50687673, screen_name = "VegasKimi", name = "⚡X - Kimipops ⚡", profile_image_url = "http://pbs.twimg.com/profile_images/585898732027281408/i70Fdp2V_normal.jpg", is_rt = 0
Sun, 12 Apr 15 05:41:14 -0400 | /140dev/db/parse_tweets.php -> in_table | Table '140dev.users' doesn't exist | SELECT * FROM users WHERE user_id="3133630184"
Sun, 12 Apr 15 05:41:14 -0400 | /140dev/db/parse_tweets.php -> insert | Table '140dev.users' doesn't exist | INSERT INTO users SET screen_name = "ZoviCode", profile_image_url = "http://pbs.twimg.com/profile_images/583779590063128576/9On367kz_normal.jpg", user_id = 3133630184, name = "زوڤيراكس", location = "OTC", url = "", description = "د و لـ ـة ا لـ ـخـ ـلا فـ ـة .. هنا لأذب عنها وعن فرسانها .. \nالحساب الخامس ..\nتراب وماء", created_at = "2015-04-02 19:23:39", followers_count = 75, friends_count = 219, statuses_count = 443, time_zone = "", last_update = "2015-04-12 05:40:04"
